age	size_t	id	no
6.94	4.432	3.2	0
7.171666666666667	4.703	3.2	1
7.5	4.973	3.2	2
7.763333333333334	5.2429999999999986	3.2	3
7.895000000000001	5.837999999999999	3.2	4
8.158333333333333	5.9460000000000015	3.2	5
8.421666666666667	6.324	3.2	6
8.685	6.649	3.2	7
8.881666666666666	7.081	3.2	8
9.078333333333333	7.2429999999999986	3.2	9
9.375	7.622000000000001	3.2	10
