age	size_t	id	no
0.29386666666666666	3.7788568425599673	2	0
0.3508833333333333	3.799959791364985	2	1
0.3947333333333333	3.7788568425599673	2	2
0.4386	3.8415196285276334	2	3
0.49123333333333336	3.855146420814098	2	4
0.5438666666666667	3.855146420814098	2	5
0.6052666666666667	3.9021603900299113	2	6
0.6491166666666667	3.921960837193855	2	7
0.7017500000000001	3.9350782746060227	2	8
0.7543833333333334	3.9545512789673936	2	9
0.7982500000000002	3.9866132244742314	2	10
0.8508833333333335	4.018128161727342	2	11
0.8859666666666667	4.043012122158636	2	12
0.9386	4.049195177800555	2	13
0.9912333333333333	4.06759348417448	2	14
1.0350833333333334	4.06759348417448	2	15
1.0964833333333335	5.2164716081824904	2	16
1.14035	5.647277984349558	2	17
1.20175	5.352599454724372	2	18
1.2456166666666662	5.82809825383809	2	19
1.29825	5.921078122974636	2	20
1.3508833333333334	6.031817486567965	2	21
1.4035166666666665	6.177929354538605	2	22
1.4473666666666667	6.326097689314736	2	23
1.5	6.2223041293381325	2	24
1.5438666666666667	6.326097689314736	2	25
1.5964833333333335	6.47462107674389	2	26
1.6491166666666666	6.558779038756883	2	27
1.70175	6.525826829650918	2	28
1.7456166666666668	6.622285439806497	2	29
1.7807000000000002	6.558779038756883	2	30
1.8508833333333334	6.712054098550924	2	31
1.8947333333333334	6.768641473960768	2	32
1.9561333333333333	6.822952251607544	2	33
2.0	6.862302119189495	2	34
2.052633333333333	6.9378389117185675	2	35
2.1052666666666666	6.900574031703948	2	36
2.1491166666666666	7.132855284967674	2	37
2.1929833333333337	7.246863548220789	2	38
2.2543833333333336	7.30572706029232	2	39
2.3070166666666667	7.324860201609638	2	40
2.3508833333333334	7.530655379726981	2	41
2.394733333333333	7.62896238470001	2	42
2.447366666666667	7.636925309949558	2	43
2.5	7.729638448053559	2	44
2.5438666666666667	7.683876116701787	2	45
2.6052666666666666	7.774331108046725	2	46
2.6579	7.803522478258474	2	47
2.6929833333333333	7.832264656839834	2	48
2.7543833333333336	7.874550403141468	2	49
2.7982500000000003	7.943022449198503	2	50
2.85965	7.943022449198503	2	51
2.8947333333333334	7.989595708853166	2	52
2.9561333333333333	8.009197809554948	2	53
3.0087666666666664	8.015661479497613	2	54
3.0614000000000003	7.943022449198503	2	55
3.0877166666666667	8.110605606333117	2	56
3.1579	8.098221626204321	2	57
3.2017499999999997	8.116788661975036	2	58
3.2587666666666664	8.122952892213151	2	59
